Score,Date,Scent
1,"December 19, 2018",Summer Wish
4,"December 17, 2018",Blue Summer Sky
5,"December 17, 2018",Beach Walk
5,"December 17, 2018",White Gardenia
5,"December 17, 2018",Lilac Blossoms
5,"December 17, 2018",Midnight Jasmine
5,"December 17, 2018",Beach Walk
1,"December 17, 2018",Pink Sands
5,"December 16, 2018",Fresh Cut Roses
5,"December 16, 2018",Lilac Blossoms
4,"December 14, 2018",A Calm & Quiet Place
5,"December 14, 2018",Pink Sands
2,"December 14, 2018",Lilac Blossoms
5,"December 13, 2018",Pink Sands
1,"December 13, 2018",Fresh Cut Roses
1,"December 13, 2018",Fresh Cut Roses
5,"December 12, 2018",Lilac Blossoms
4,"December 11, 2018",Honey Lavender Gelato
5,"December 11, 2018",Pink Sands
5,"December 11, 2018",Flowers in the Sun
5,"December 11, 2018",Beach Walk
1,"December 11, 2018",Lavender Vanilla
5,"December 10, 2018",Lavender
5,"December 10, 2018",Lavender Vanilla
5,"December 10, 2018",Lilac Blossoms
4,"December 10, 2018",Midnight Jasmine
5,"December 10, 2018",Honey Lavender Gelato
5,"December 10, 2018",Lavender
5,"December 9, 2018",Lavender
5,"December 9, 2018",Lilac Blossoms
5,"December 8, 2018",Pink Sands
5,"December 7, 2018",Lilac Blossoms
5,"December 6, 2018",White Gardenia
5,"December 5, 2018",Lavender
2,"December 4, 2018",Fresh Cut Roses
1,"December 3, 2018",Pink Sands
5,"December 3, 2018",Island Waterfall
5,"December 2, 2018",Fresh Cut Roses
5,"December 2, 2018",Lilac Blossoms
2,"December 2, 2018",Lavender
5,"November 30, 2018",Pink Sands
1,"November 30, 2018",Midnight Jasmine
5,"November 29, 2018",Lavender
5,"November 29, 2018",Lilac Blossoms
5,"November 27, 2018",White Gardenia
5,"November 27, 2018",Pink Sands
5,"November 27, 2018",Blue Summer Sky
5,"November 26, 2018",Fresh Cut Roses
1,"November 25, 2018",White Gardenia
3,"November 24, 2018",Midnight Jasmine
5,"November 21, 2018",Midnight Jasmine
4,"November 20, 2018",Pink Sands
5,"November 20, 2018",Lavender
5,"November 20, 2018",Blue Summer Sky
5,"November 20, 2018",Fresh Cut Roses
5,"November 16, 2018",Beach Walk
5,"November 16, 2018",Lilac Blossoms
1,"November 15, 2018",Pink Sands
5,"November 15, 2018",Pink Sands
5,"November 13, 2018",Pink Sands
1,"November 13, 2018",Lavender Vanilla
5,"November 12, 2018",Lavender
5,"November 12, 2018",Lavender Vanilla
5,"November 12, 2018",Lavender Vanilla
5,"November 10, 2018",Lilac Blossoms
1,"November 9, 2018",Pink Sands
5,"November 8, 2018",Tahitian Nights
5,"November 6, 2018",Lavender
1,"November 4, 2018",Pink Sands
5,"November 3, 2018",Pink Sands
1,"November 3, 2018",Fresh Cut Roses
5,"October 31, 2018",Lavender
2,"October 31, 2018",White Gardenia
5,"October 31, 2018",Lilac Blossoms
5,"October 30, 2018",Pink Sands
4,"October 30, 2018",Sun-Drenched Apricot Rose
5,"October 30, 2018",Beach Walk
5,"October 29, 2018",Lavender
1,"October 28, 2018",White Gardenia
5,"October 28, 2018",Lilac Blossoms
5,"October 27, 2018",Lavender Vanilla
4,"October 27, 2018",Lilac Blossoms
5,"October 27, 2018",White Gardenia
5,"October 27, 2018",Sun-Drenched Apricot Rose
3,"October 27, 2018",Early Spring Bloom
5,"October 26, 2018",White Gardenia
1,"October 26, 2018",Wedding Day
4,"October 25, 2018",Island Waterfall
5,"October 23, 2018",Lilac Blossoms
4,"October 22, 2018",Early Spring Bloom
1,"October 21, 2018",Beach Walk
5,"October 21, 2018",Lavender
5,"October 20, 2018",Lilac Blossoms
5,"October 20, 2018",Midnight Jasmine
5,"October 20, 2018",Color Me Happy
5,"October 20, 2018",White Gardenia
5,"October 20, 2018",Beach Walk
5,"October 19, 2018",Pink Sands
1,"October 19, 2018",Midnight Jasmine
5,"October 19, 2018",Lilac Blossoms
5,"October 19, 2018",Fresh Cut Roses
5,"October 18, 2018",Pink Sands
5,"October 16, 2018",Lilac Blossoms
5,"October 14, 2018",Lavender
5,"October 14, 2018",Pink Sands
5,"October 13, 2018",Pink Sands
5,"October 11, 2018",Lavender
4,"October 11, 2018",Beach Walk
5,"October 11, 2018",Fresh Cut Roses
5,"October 10, 2018",Midnight Jasmine
1,"October 9, 2018",Pink Sands
1,"October 9, 2018",Beach Walk
5,"October 8, 2018",Sunset Fields
5,"October 8, 2018",Beach Walk
2,"October 8, 2018",White Gardenia
5,"October 7, 2018",Pink Sands
5,"October 6, 2018",Midnight Jasmine
3,"October 6, 2018",Lilac Blossoms
5,"October 2, 2018",Sun & Sand
5,"October 2, 2018",Pink Sands
5,"October 1, 2018",Sun-Drenched Apricot Rose
5,"October 1, 2018",Flowers in the Sun
5,"September 30, 2018",Lilac Blossoms
5,"September 30, 2018",Midnight Jasmine
1,"September 28, 2018",A Calm & Quiet Place
5,"September 27, 2018",Color Me Happy
1,"September 25, 2018",Black Coconut
5,"September 25, 2018",Pink Peony
5,"September 24, 2018",Honey Lavender Gelato
5,"September 23, 2018",Pink Sands
3,"September 22, 2018",A Calm & Quiet Place
5,"September 21, 2018",Sunset Fields
5,"September 20, 2018",Lilac Blossoms
2,"September 20, 2018",Midnight Jasmine
5,"September 20, 2018",Pink Sands
5,"September 19, 2018",Lavender
5,"September 18, 2018",Pink Sands
5,"September 17, 2018",Lilac Blossoms
4,"September 16, 2018",Pink Sands
1,"September 16, 2018",Flowers in the Sun
5,"September 13, 2018",Pink Sands
5,"September 11, 2018",Black Sand Beach
5,"September 11, 2018",Pink Sands
5,"September 11, 2018",A Calm & Quiet Place
5,"September 11, 2018",Lavender
5,"September 10, 2018",Lilac Blossoms
5,"September 10, 2018",White Gardenia
1,"September 9, 2018",Blue Summer Sky
1,"September 7, 2018",Lilac Blossoms
4,"September 7, 2018",Lilac Blossoms
5,"September 3, 2018",Fresh Cut Roses
5,"September 3, 2018","Lavender, Lilac Blossoms"
5,"September 2, 2018",Pink Sands
5,"September 2, 2018",Lavender Vanilla
5,"September 1, 2018",Beach Walk
5,"September 1, 2018",Sun & Sand
5,"August 31, 2018",Fresh Cut Roses
5,"August 30, 2018",A Calm & Quiet Place
5,"August 30, 2018","Lavender, Lilac Blossoms"
5,"August 28, 2018",Fresh Cut Roses
5,"August 28, 2018",Midnight Jasmine
1,"August 26, 2018",Sun & Sand
5,"August 25, 2018",Midnight Jasmine
4,"August 25, 2018",Flowers in the Sun
1,"August 24, 2018",White Gardenia
5,"August 24, 2018",Midnight Jasmine
5,"August 23, 2018",Fresh Cut Roses
4,"August 22, 2018",Pink Sands
5,"August 22, 2018",Pink Sands
5,"August 22, 2018",Beach Walk
5,"August 21, 2018",Island Waterfall
5,"August 21, 2018",Pink Sands
4,"August 18, 2018",Sunset Fields
5,"August 17, 2018",Pink Sands
5,"August 16, 2018",White Gardenia
5,"August 15, 2018",Fresh Cut Roses
5,"August 14, 2018",Pink Sands
5,"August 14, 2018",Fresh Cut Roses
5,"August 13, 2018",Lilac Blossoms
5,"August 13, 2018",Honey Lavender Gelato
5,"August 10, 2018",Lavender Vanilla
5,"August 10, 2018",Lilac Blossoms
3,"August 9, 2018",Fresh Cut Roses
3,"August 9, 2018",Fresh Cut Roses
5,"August 9, 2018",Fresh Cut Roses
5,"August 7, 2018",Tahitian Nights
5,"August 7, 2018",Lavender
1,"August 5, 2018",Flowers in the Sun
5,"August 5, 2018",Pink Peony
3,"August 4, 2018",Fresh Cut Roses
5,"August 4, 2018",Pink Sands
5,"August 4, 2018",White Gardenia
5,"August 3, 2018",White Gardenia
5,"August 3, 2018",Lilac Blossoms
5,"August 2, 2018",Honey Lavender Gelato
5,"August 1, 2018","Lavender, Lilac Blossoms"
3,"July 31, 2018",A Calm & Quiet Place
5,"July 31, 2018",Beach Walk
5,"July 30, 2018",Lavender
5,"July 28, 2018",Sun-Drenched Apricot Rose
5,"July 27, 2018",Fresh Cut Roses
3,"July 27, 2018",Sun & Sand
5,"July 27, 2018",Midnight Jasmine
5,"July 27, 2018",Blue Summer Sky
5,"July 26, 2018",Flowers in the Sun
5,"July 24, 2018",Pink Sands
5,"July 24, 2018",Lavender
5,"July 23, 2018",Pink Sands
5,"July 23, 2018",Black Coconut
1,"July 22, 2018",Pink Sands
1,"July 22, 2018",Pink Sands
5,"July 22, 2018",Beach Walk
5,"July 20, 2018",Flowers in the Sun
1,"July 19, 2018",Beach Walk
5,"July 17, 2018",Pink Sands
5,"July 16, 2018",Pink Sands
4,"July 15, 2018",Beach Walk
5,"July 14, 2018",Fresh Cut Roses
5,"July 14, 2018",Lavender Vanilla
5,"July 13, 2018",Beach Walk
5,"July 13, 2018",Pink Sands
5,"July 11, 2018",Green Grass
5,"July 9, 2018","Lavender, Lilac Blossoms"
5,"July 7, 2018",Lilac Blossoms
4,"July 6, 2018",Beach Walk
5,"July 5, 2018",Green Grass
1,"July 5, 2018",Pink Sands
4,"July 5, 2018",A Calm & Quiet Place
1,"July 3, 2018",Flowers in the Sun
5,"July 3, 2018","Lavender, Lilac Blossoms"
5,"July 3, 2018",Lilac Blossoms
5,"July 3, 2018",Wedding Day
5,"June 30, 2018",Midnight Jasmine
5,"June 29, 2018",Honey Lavender Gelato
5,"June 27, 2018",Pink Sands
1,"June 26, 2018",Lavender
5,"June 26, 2018",Sweet Nothings
5,"June 26, 2018",Beach Walk
5,"June 25, 2018",Fresh Cut Roses
5,"June 22, 2018",Lilac Blossoms
5,"June 22, 2018",Lilac Blossoms
5,"June 22, 2018",Black Sand Beach
5,"June 22, 2018",White Gardenia
3,"June 22, 2018",Lavender Vanilla
5,"June 22, 2018",Lilac Blossoms
5,"June 20, 2018",Pink Sands
5,"June 19, 2018",Pink Peony
3,"June 19, 2018",Lilac Blossoms
3,"June 19, 2018",Pink Sands
5,"June 19, 2018",Honey Lavender Gelato
3,"June 18, 2018",Lilac Blossoms
5,"June 17, 2018",Fresh Cut Roses
1,"June 17, 2018",Tahitian Nights
2,"June 17, 2018",Sweet Nothings
5,"June 16, 2018",Tahitian Nights
5,"June 16, 2018",Fresh Cut Roses
1,"June 15, 2018",Early Spring Bloom
5,"June 15, 2018",Beach Walk
4,"June 15, 2018","Lavender, Lilac Blossoms"
5,"June 14, 2018",Pink Sands
5,"June 9, 2018",Pink Sands
5,"June 8, 2018",Pink Sands
5,"June 8, 2018",Tahitian Nights
4,"June 8, 2018",Sun-Drenched Apricot Rose
3,"June 7, 2018",Wildflower Blooms
5,"June 7, 2018",White Gardenia
5,"June 7, 2018",Fresh Cut Roses
5,"June 6, 2018",Pink Sands
2,"June 6, 2018",Pink Sands
5,"June 6, 2018",Flowers in the Sun
5,"June 5, 2018",Sweet Nothings
5,"June 5, 2018",Lilac Blossoms
5,"June 4, 2018",White Gardenia
1,"June 3, 2018",Sweet Nothings
5,"June 3, 2018",A Calm & Quiet Place
5,"June 3, 2018",Pink Sands
1,"June 2, 2018",Fresh Cut Roses
3,"June 1, 2018",Lavender Vanilla
5,"June 1, 2018",Wedding Day
3,"June 1, 2018",Fresh Cut Roses
5,"May 30, 2018",Pink Sands
4,"May 30, 2018",Lilac Blossoms
5,"May 30, 2018",Midnight Jasmine
5,"May 28, 2018",Lavender Vanilla
5,"May 28, 2018","Lavender, Lilac Blossoms"
4,"May 28, 2018",Color Me Happy
5,"May 28, 2018",Beach Walk
4,"May 25, 2018",Lilac Blossoms
5,"May 25, 2018",Fresh Cut Roses
4,"May 25, 2018",Lavender Vanilla
5,"May 25, 2018",A Calm & Quiet Place
5,"May 25, 2018",Lilac Blossoms
4,"May 24, 2018",White Gardenia
1,"May 23, 2018",Honey Lavender Gelato
3,"May 22, 2018",Fresh Cut Roses
5,"May 22, 2018",Pink Sands
3,"May 22, 2018",Honey Lavender Gelato
1,"May 22, 2018",Pink Sands
5,"May 21, 2018",A Calm & Quiet Place
5,"May 21, 2018",White Gardenia
5,"May 19, 2018",Wildflower Blooms
5,"May 18, 2018",Lilac Blossoms
5,"May 18, 2018",Fresh Cut Roses
5,"May 17, 2018",Lavender
5,"May 16, 2018",Lavender
1,"May 16, 2018",Honey Lavender Gelato
5,"May 15, 2018",Lilac Blossoms
5,"May 15, 2018",Fresh Cut Roses
5,"May 15, 2018",Pink Sands
5,"May 14, 2018",Beach Walk
5,"May 12, 2018",Island Waterfall
1,"May 12, 2018",Lilac Blossoms
3,"May 11, 2018",Honey Lavender Gelato
3,"May 11, 2018",Beach Walk
5,"May 10, 2018",Flowers in the Sun
3,"May 8, 2018",Pink Sands
5,"May 7, 2018",Sun & Sand
5,"May 7, 2018",Honey Lavender Gelato
5,"May 7, 2018",Fresh Cut Roses
5,"May 4, 2018",A Calm & Quiet Place
1,"May 4, 2018",Midnight Jasmine
5,"May 4, 2018",Midnight Jasmine
5,"May 3, 2018",Pink Sands
4,"May 3, 2018",Pink Sands
5,"May 2, 2018",Color Me Happy
1,"May 2, 2018",A Calm & Quiet Place
4,"May 1, 2018",Lavender Vanilla
5,"April 30, 2018",Flowers in the Sun
5,"April 30, 2018",Pink Sands
5,"April 29, 2018",Lavender Vanilla
1,"April 29, 2018",Lavender Vanilla
1,"April 28, 2018",Honey Lavender Gelato
5,"April 28, 2018",Island Waterfall
1,"April 28, 2018",Lavender
5,"April 27, 2018",Sun & Sand
5,"April 27, 2018",White Gardenia
5,"April 27, 2018",Sweet Nothings
3,"April 26, 2018",Beach Walk
5,"April 25, 2018",A Calm & Quiet Place
5,"April 24, 2018",Pink Sands
5,"April 24, 2018",Lilac Blossoms
5,"April 24, 2018",Midnight Jasmine
4,"April 24, 2018",Color Me Happy
5,"April 24, 2018",Fresh Cut Roses
5,"April 23, 2018",Wildflower Blooms
4,"April 23, 2018",Wildflower Blooms
5,"April 21, 2018",Pink Peony
5,"April 21, 2018",Beach Walk
5,"April 20, 2018",Pink Peony
4,"April 19, 2018",Lavender
5,"April 19, 2018",Pink Sands
3,"April 18, 2018",Pink Sands
5,"April 18, 2018",Midnight Jasmine
5,"April 17, 2018",Lilac Blossoms
5,"April 17, 2018",Color Me Happy
3,"April 17, 2018",Fresh Cut Roses
5,"April 17, 2018",Sun-Drenched Apricot Rose
5,"April 17, 2018",Sun-Drenched Apricot Rose
3,"April 17, 2018",Cherry Blossom
5,"April 16, 2018",Pink Sands
5,"April 16, 2018",Beach Walk
1,"April 16, 2018",Beach Walk
5,"April 16, 2018",Fresh Cut Roses
5,"April 15, 2018",Color Me Happy
5,"April 15, 2018",Fresh Cut Roses
5,"April 14, 2018",Pink Sands
5,"April 14, 2018",Pink Sands
5,"April 14, 2018",Lilac Blossoms
3,"April 13, 2018",Blue Summer Sky
5,"April 13, 2018",A Calm & Quiet Place
5,"April 13, 2018",Fresh Cut Roses
5,"April 13, 2018",Color Me Happy
5,"April 13, 2018",A Calm & Quiet Place
5,"April 12, 2018",Island Waterfall
5,"April 12, 2018",Pink Sands
2,"April 12, 2018",Black Sand Beach
5,"April 11, 2018",Color Me Happy
5,"April 10, 2018",Fresh Cut Roses
5,"April 10, 2018",White Gardenia
4,"April 10, 2018",Color Me Happy
1,"April 9, 2018",White Gardenia
2,"April 9, 2018",Pink Sands
5,"April 9, 2018",Wildflower Blooms
2,"April 9, 2018",Wedding Day
1,"April 9, 2018",Fresh Cut Roses
5,"April 8, 2018",White Gardenia
5,"April 8, 2018",Pink Sands
5,"April 8, 2018",Pink Sands
5,"April 7, 2018",A Calm & Quiet Place
3,"April 6, 2018",Pink Sands
5,"April 6, 2018",Fresh Cut Roses
5,"April 5, 2018",Sun-Drenched Apricot Rose
5,"April 4, 2018",Fresh Cut Roses
5,"April 4, 2018",Lavender Vanilla
1,"April 4, 2018",Pink Sands
5,"April 4, 2018",Beach Walk
4,"April 4, 2018",Wildflower Blooms
5,"April 3, 2018",Black Coconut
4,"April 3, 2018",A Calm & Quiet Place
2,"April 3, 2018",Pink Sands
5,"April 3, 2018",Fresh Cut Roses
5,"April 2, 2018",Early Spring Bloom
5,"April 2, 2018",A Calm & Quiet Place
5,"April 2, 2018",Sun & Sand
4,"April 2, 2018",White Gardenia
2,"March 31, 2018",Early Spring Bloom
5,"March 30, 2018",Honey Lavender Gelato
4,"March 30, 2018",Honey Lavender Gelato
1,"March 27, 2018",Sun & Sand
5,"March 27, 2018",Sweet Nothings
5,"March 27, 2018",Fresh Cut Roses
5,"March 27, 2018",Pink Sands
3,"March 27, 2018",Pink Sands
4,"March 26, 2018",Sweet Nothings
5,"March 26, 2018",Pink Sands
5,"March 25, 2018",Pink Sands
5,"March 25, 2018",Beach Walk
4,"March 25, 2018",Pink Sands
4,"March 25, 2018",Beach Walk
4,"March 25, 2018",Honey Lavender Gelato
5,"March 24, 2018",Color Me Happy
5,"March 24, 2018",Lavender Vanilla
5,"March 24, 2018",Fresh Cut Roses
5,"March 23, 2018",Lilac Blossoms
4,"March 23, 2018",White Gardenia
5,"March 23, 2018",A Calm & Quiet Place
5,"March 22, 2018",Sweet Nothings
5,"March 22, 2018",A Calm & Quiet Place
4,"March 22, 2018",Honey Lavender Gelato
5,"March 22, 2018",A Calm & Quiet Place
4,"March 21, 2018",Early Spring Bloom
5,"March 21, 2018",A Calm & Quiet Place
1,"March 21, 2018",Pink Sands
1,"March 21, 2018",Lilac Blossoms
5,"March 21, 2018",Pink Sands
5,"March 21, 2018",Early Spring Bloom
4,"March 20, 2018",Beach Walk
3,"March 20, 2018",Color Me Happy
3,"March 20, 2018",Lavender Vanilla
1,"March 20, 2018",Lavender
5,"March 20, 2018",Black Sand Beach
5,"March 20, 2018",A Calm & Quiet Place
1,"March 19, 2018",Pink Peony
1,"March 19, 2018",Wildflower Blooms
5,"March 19, 2018",Color Me Happy
5,"March 19, 2018",Pink Sands
5,"March 19, 2018",Lavender
5,"March 19, 2018",Black Sand Beach
5,"March 19, 2018",Sun-Drenched Apricot Rose
5,"March 18, 2018",A Calm & Quiet Place
5,"March 18, 2018",Sun-Drenched Apricot Rose
5,"March 18, 2018",A Calm & Quiet Place
4,"March 18, 2018",Sweet Nothings
5,"March 18, 2018",Sweet Nothings
4,"March 18, 2018",Early Spring Bloom
5,"March 18, 2018",Sweet Nothings
4,"March 17, 2018",Color Me Happy
5,"March 17, 2018",Beach Walk
3,"March 17, 2018",Pink Sands
5,"March 17, 2018",Black Sand Beach
4,"March 16, 2018",Early Spring Bloom
5,"March 15, 2018",Pink Sands
4,"March 15, 2018",Color Me Happy
5,"March 15, 2018",Midnight Jasmine
5,"March 15, 2018",Fresh Cut Roses
5,"March 15, 2018",Pink Sands
5,"March 15, 2018",Lilac Blossoms
5,"March 14, 2018",Color Me Happy
3,"March 14, 2018",Early Spring Bloom
5,"March 14, 2018",Flowers in the Sun
4,"March 14, 2018",Beach Walk
4,"March 13, 2018",Early Spring Bloom
3,"March 13, 2018",Early Spring Bloom
5,"March 13, 2018",Pink Sands
1,"March 12, 2018",Wildflower Blooms
5,"March 12, 2018",Wildflower Blooms
5,"March 12, 2018",Black Sand Beach
5,"March 12, 2018",White Gardenia
5,"March 12, 2018",Early Spring Bloom
5,"March 12, 2018",Wildflower Blooms
5,"March 12, 2018",Sweet Nothings
5,"March 11, 2018",Sweet Nothings
1,"March 11, 2018",Fresh Cut Roses
5,"March 11, 2018",Color Me Happy
5,"March 11, 2018",A Calm & Quiet Place
3,"March 11, 2018",Sun-Drenched Apricot Rose
3,"March 11, 2018",Early Spring Bloom
5,"March 11, 2018",Sweet Nothings
4,"March 11, 2018",A Calm & Quiet Place
5,"March 10, 2018",Wildflower Blooms
4,"March 10, 2018",Sun-Drenched Apricot Rose
5,"March 10, 2018",Sun-Drenched Apricot Rose
4,"March 10, 2018",A Calm & Quiet Place
1,"March 10, 2018",Lilac Blossoms
4,"March 10, 2018",Color Me Happy
5,"March 10, 2018",Sun-Drenched Apricot Rose
5,"March 9, 2018",Sun-Drenched Apricot Rose
4,"March 9, 2018",Sweet Nothings
5,"March 9, 2018",Fresh Cut Roses
5,"March 9, 2018",A Calm & Quiet Place
4,"March 9, 2018",Sun-Drenched Apricot Rose
5,"March 9, 2018",Color Me Happy
5,"March 9, 2018",Color Me Happy
2,"March 8, 2018",Early Spring Bloom
5,"March 8, 2018",Midnight Jasmine
5,"March 8, 2018",Lavender Vanilla
4,"March 8, 2018",Beach Walk
5,"March 8, 2018",Early Spring Bloom
4,"March 8, 2018",Wildflower Blooms
5,"March 8, 2018",Sun-Drenched Apricot Rose
5,"March 7, 2018",Lilac Blossoms
5,"March 7, 2018",A Calm & Quiet Place
1,"March 7, 2018",Pink Sands
4,"March 7, 2018",Pink Sands
5,"March 7, 2018",Color Me Happy
5,"March 7, 2018",Beach Walk
4,"March 7, 2018",Early Spring Bloom
1,"March 7, 2018",Summer Wish
4,"March 7, 2018",Sweet Nothings
4,"March 6, 2018",Sun-Drenched Apricot Rose
3,"March 6, 2018",Wildflower Blooms
3,"March 6, 2018",Tahitian Nights
4,"March 5, 2018",Color Me Happy
5,"March 5, 2018",Sun-Drenched Apricot Rose
5,"March 5, 2018",A Calm & Quiet Place
5,"March 5, 2018",Early Spring Bloom
5,"March 5, 2018",Wildflower Blooms
5,"March 5, 2018",Sun-Drenched Apricot Rose
3,"March 5, 2018",Beach Walk
4,"March 5, 2018",Sweet Nothings
3,"March 5, 2018",Early Spring Bloom
5,"March 5, 2018",Wildflower Blooms
3,"March 5, 2018",Wildflower Blooms
5,"March 5, 2018",Lavender Vanilla
4,"March 4, 2018",Wildflower Blooms
5,"March 3, 2018",Lilac Blossoms
5,"March 3, 2018",A Calm & Quiet Place
5,"March 3, 2018",Fresh Cut Roses
3,"March 3, 2018",Midnight Jasmine
5,"March 2, 2018",Pink Sands
5,"March 2, 2018",Lilac Blossoms
5,"March 2, 2018",Wedding Day
3,"March 2, 2018",White Gardenia
5,"March 2, 2018",Honey Lavender Gelato
5,"March 2, 2018",Lavender Vanilla
5,"February 28, 2018",Honey Lavender Gelato
3,"February 28, 2018",White Gardenia
3,"February 28, 2018",Beach Walk
5,"February 28, 2018",Fresh Cut Roses
5,"February 28, 2018",Honey Lavender Gelato
5,"February 28, 2018",Midnight Jasmine
5,"February 27, 2018",Honey Lavender Gelato
4,"February 27, 2018",Midnight Jasmine
5,"February 27, 2018",Pink Sands
5,"February 27, 2018",Fresh Cut Roses
5,"February 26, 2018",Honey Lavender Gelato
5,"February 26, 2018",Lilac Blossoms
4,"February 24, 2018",Pink Sands
5,"February 24, 2018",Beach Walk
5,"February 24, 2018",Pink Sands
5,"February 22, 2018",Pink Sands
1,"February 22, 2018",Sun & Sand
5,"February 22, 2018",Pink Sands
5,"February 22, 2018",Beach Walk
5,"February 22, 2018",Wedding Day
5,"February 21, 2018",Golden Sands
5,"February 21, 2018",Sun-Drenched Apricot Rose
5,"February 21, 2018",Honey Lavender Gelato
5,"February 20, 2018",Pink Sands
5,"February 20, 2018",Pink Sands
5,"February 20, 2018",Pink Sands
2,"February 20, 2018",Midnight Jasmine
2,"February 20, 2018",White Gardenia
5,"February 20, 2018",Lilac Blossoms
5,"February 19, 2018",White Gardenia
5,"February 19, 2018",Beach Walk
5,"February 19, 2018",Lavender Vanilla
1,"February 18, 2018",White Gardenia
2,"February 18, 2018",Lavender Vanilla
5,"February 18, 2018",Beach Walk
5,"February 18, 2018",Honey Lavender Gelato
3,"February 17, 2018",Fresh Cut Roses
5,"February 17, 2018",Beach Walk
2,"February 16, 2018",Beach Walk
5,"February 16, 2018",Honey Lavender Gelato
5,"February 15, 2018",Midnight Jasmine
5,"February 15, 2018",Honey Lavender Gelato
5,"February 15, 2018",Lilac Blossoms
5,"February 14, 2018",Lavender Vanilla
5,"February 14, 2018",Lavender
4,"February 14, 2018",Fresh Cut Roses
5,"February 13, 2018",Lilac Blossoms
3,"February 13, 2018",Lavender Vanilla
5,"February 13, 2018",Lilac Blossoms
5,"February 13, 2018",White Gardenia
4,"February 13, 2018",Black Sand Beach
4,"February 13, 2018",Island Waterfall
5,"February 12, 2018",Fresh Cut Roses
5,"February 12, 2018",Lavender Vanilla
5,"February 12, 2018",Tahitian Nights
5,"February 12, 2018",Island Waterfall
5,"February 12, 2018",Midnight Jasmine
4,"February 11, 2018",Honey Lavender Gelato
5,"February 11, 2018",Fresh Cut Roses
5,"February 11, 2018",Flowers in the Sun
5,"February 11, 2018",Honey Lavender Gelato
3,"February 11, 2018",Honey Lavender Gelato
5,"February 9, 2018",Honey Lavender Gelato
5,"February 9, 2018",Sunset Fields
5,"February 8, 2018",Honey Lavender Gelato
4,"February 8, 2018",Fresh Cut Roses
5,"February 7, 2018",Blue Summer Sky
3,"February 7, 2018",Lavender Vanilla
5,"February 7, 2018",Honey Lavender Gelato
5,"February 7, 2018",Honey Lavender Gelato
1,"February 6, 2018",Honey Lavender Gelato
2,"February 6, 2018",Island Waterfall
5,"February 5, 2018",Beach Walk
1,"February 5, 2018",Lavender
5,"February 4, 2018",White Gardenia
5,"February 3, 2018",Lavender
3,"February 1, 2018",Fresh Cut Roses
4,"January 31, 2018",Pink Sands
5,"January 31, 2018",Island Waterfall
5,"January 31, 2018",Honey Lavender Gelato
1,"January 31, 2018",Black Sand Beach
5,"January 30, 2018",Lavender Vanilla
5,"January 30, 2018",Blue Summer Sky
5,"January 29, 2018",Lilac Blossoms
5,"January 29, 2018",White Gardenia
5,"January 29, 2018",Honey Lavender Gelato
1,"January 29, 2018",Pink Sands
5,"January 28, 2018",Lavender Vanilla
5,"January 27, 2018",Black Sand Beach
5,"January 27, 2018",Fresh Cut Roses
5,"January 25, 2018",Pink Sands
2,"January 25, 2018",White Gardenia
5,"January 24, 2018",Black Coconut
1,"January 24, 2018",Fresh Cut Roses
5,"January 24, 2018",Midnight Jasmine
5,"January 23, 2018",Lavender Vanilla
5,"January 22, 2018",Lilac Blossoms
5,"January 22, 2018",Fresh Cut Roses
5,"January 22, 2018",Fresh Cut Roses
5,"January 22, 2018",Black Sand Beach
5,"January 21, 2018",Lavender Vanilla
5,"January 21, 2018",Fresh Cut Roses
5,"January 21, 2018",Lavender
5,"January 19, 2018",Cherry Blossom
5,"January 18, 2018",Fresh Cut Roses
1,"January 18, 2018",White Gardenia
5,"January 17, 2018",Lilac Blossoms
4,"January 17, 2018",Lilac Blossoms
5,"January 16, 2018",Black Sand Beach
2,"January 15, 2018",Midnight Jasmine
2,"January 13, 2018",Fresh Cut Roses
2,"January 13, 2018",White Gardenia
3,"January 12, 2018",White Gardenia
5,"January 11, 2018",Midnight Jasmine
5,"January 10, 2018",Lilac Blossoms
2,"January 9, 2018",Lavender Vanilla
5,"January 8, 2018",Lilac Blossoms
5,"January 8, 2018",Fresh Cut Roses
4,"January 7, 2018",Midnight Jasmine
1,"January 6, 2018",Blue Summer Sky
5,"January 6, 2018",Midnight Jasmine
5,"January 6, 2018",Midnight Jasmine
5,"January 4, 2018",Pink Sands
5,"January 4, 2018",Fresh Cut Roses
5,"January 3, 2018",Lavender
5,"January 2, 2018",Black Sand Beach
5,"January 1, 2018",Fresh Cut Roses
5,"January 1, 2018",Beach Walk
3,"December 30, 2017",Midnight Jasmine
5,"December 29, 2017",Fresh Cut Roses
5,"December 29, 2017",Fresh Cut Roses
5,"December 26, 2017",White Gardenia
1,"December 25, 2017",Midnight Jasmine
5,"December 25, 2017",Beach Walk
5,"December 23, 2017",Pink Sands
5,"December 21, 2017",Pink Sands
3,"December 20, 2017",Pink Sands
5,"December 20, 2017",Fresh Cut Roses
1,"December 19, 2017",Pink Sands
4,"December 18, 2017",Midnight Jasmine
5,"December 18, 2017",Lavender Vanilla
5,"December 17, 2017",Midnight Jasmine
1,"December 17, 2017",Lilac Blossoms
5,"December 17, 2017",Pink Peony
5,"December 16, 2017",Beach Walk
5,"December 16, 2017",Lavender
5,"December 14, 2017",Midnight Jasmine
